Datum;Anpfiff;Heim;Gast;Buchmacher;Resultat;Quote
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;0:3;67
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;3:3;67
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;6:0;126
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;5:2;126
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;1:4;151
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;2:4;151
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;4:3;151
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;6:1;151
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;0:4;201
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;3:4;251
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;5:3;351
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;6:2;351
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;7:0;401
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;7:1;501
Sa., 27. Juni;23:00;Croatia;Ghana;Bet365;4:4;501
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:1;6,5
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:1;7,5
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:0;9
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:2;9,5
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:0;10
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:2;10
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:1;13
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:2;17
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:3;19
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:0;19
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:3;21
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:3;34
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:1;34
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:0;41
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:2;41
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:4;41
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:4;41
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:3;51
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:4;51
So., 28. Juni;01:30;Colombia;Portugal;Bet365;4:1;67
So., 28. Juni;01:30;Colombia;Portugal;Bet365;4:0;81
So., 28. Juni;01:30;Colombia;Portugal;Bet365;4:2;81
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:5;81
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:5;81
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:4;126
So., 28. Juni;01:30;Colombia;Portugal;Bet365;4:3;151
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:5;151
So., 28. Juni;01:30;Colombia;Portugal;Bet365;1:6;251
So., 28. Juni;01:30;Colombia;Portugal;Bet365;5:1;251
So., 28. Juni;01:30;Colombia;Portugal;Bet365;5:0;301
So., 28. Juni;01:30;Colombia;Portugal;Bet365;5:2;301
So., 28. Juni;01:30;Colombia;Portugal;Bet365;0:6;301
So., 28. Juni;01:30;Colombia;Portugal;Bet365;4:4;351
So., 28. Juni;01:30;Colombia;Portugal;Bet365;3:5;351
So., 28. Juni;01:30;Colombia;Portugal;Bet365;2:6;501
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:0;7
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:1;7
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:0;8,5
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:1;8,5
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:1;10
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:0;11
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:2;12
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:2;15
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:2;19
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;3:1;21
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;3:0;23
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:3;29
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;3:2;34
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:3;34
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:3;41
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;4:1;51
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;4:0;51
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:4;67
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;4:2;67
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;3:3;67
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:4;81
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:4;81
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;5:1;101
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;5:0;126
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;3:4;151
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;4:3;151
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;1:5;201
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;5:2;201
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;0:5;251
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;2:5;301
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;6:1;401
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;5:3;451
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;6:0;451
So., 28. Juni;01:30;Congo DR;Uzbekistan;Bet365;4:4;451
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:2;6
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:3;7
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:1;7,5
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:4;10
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:2;11
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:3;12
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:1;15
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:0;17
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:4;19
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:5;19
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:0;23
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:5;34
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:1;34
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:6;41
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:2;41
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:3;41
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:6;51
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:0;51
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:4;51
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:7;67
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:5;67
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:2;81
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:7;101
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:1;101
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:6;126
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:3;126
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:8;151
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:4;151
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:0;201
So., 28. Juni;04:00;Jordan;Argentina;Bet365;1:8;251
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:5;251
So., 28. Juni;04:00;Jordan;Argentina;Bet365;2:7;301
So., 28. Juni;04:00;Jordan;Argentina;Bet365;4:2;401
So., 28. Juni;04:00;Jordan;Argentina;Bet365;0:9;451
So., 28. Juni;04:00;Jordan;Argentina;Bet365;3:6;501
So., 28. Juni;04:00;Jordan;Argentina;Bet365;4:3;501
So., 28. Juni;04:00;Jordan;Argentina;Bet365;4:1;501
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:1;6
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:1;8
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:0;8,5
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:0;10
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:2;10
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:2;12
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:1;13
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:2;15
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:0;17
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:3;21
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:3;23
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:1;29
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:0;34
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:3;34
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:4;41
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:2;41
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:4;51
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:3;51
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:4;67
So., 28. Juni;04:00;Algeria;Austria;Bet365;4:1;67
So., 28. Juni;04:00;Algeria;Austria;Bet365;4:2;81
So., 28. Juni;04:00;Algeria;Austria;Bet365;4:0;81
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:5;101
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:5;126
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:4;126
So., 28. Juni;04:00;Algeria;Austria;Bet365;5:1;151
So., 28. Juni;04:00;Algeria;Austria;Bet365;2:5;151
So., 28. Juni;04:00;Algeria;Austria;Bet365;4:3;151
So., 28. Juni;04:00;Algeria;Austria;Bet365;5:2;251
So., 28. Juni;04:00;Algeria;Austria;Bet365;5:0;251
So., 28. Juni;04:00;Algeria;Austria;Bet365;4:4;301
So., 28. Juni;04:00;Algeria;Austria;Bet365;1:6;351
So., 28. Juni;04:00;Algeria;Austria;Bet365;3:5;351
So., 28. Juni;04:00;Algeria;Austria;Bet365;0:6;401
So., 28. Juni;04:00;Algeria;Austria;Bet365;5:3;501
So., 28. Juni;21:00;2A;2B;Bet365;keine Correct-Score-Quoten;
Mo., 29. Juni;19:00;1C;2F;Bet365;keine Correct-Score-Quoten;
Mo., 29. Juni;22:30;1E;3A/3B/3C/3D/3F;Bet365;keine Correct-Score-Quoten;
Di., 30. Juni;03:00;1F;2C;Bet365;keine Correct-Score-Quoten;
Di., 30. Juni;19:00;2E;2I;Bet365;keine Correct-Score-Quoten;
Di., 30. Juni;23:00;1I;3C/3D/3F/3G/3H;Bet365;keine Correct-Score-Quoten;
Mi., 01. Juli;03:00;1A;3C/3E/3F/3H/3I;Bet365;keine Correct-Score-Quoten;
Mi., 01. Juli;18:00;1L;3E/3H/3I/3J/3K;Bet365;keine Correct-Score-Quoten;
Mi., 01. Juli;22:00;1G;3A/3E/3H/3I/3J;Bet365;keine Correct-Score-Quoten;
Do., 02. Juli;02:00;1D;3B/3E/3F/3I/3J;Bet365;keine Correct-Score-Quoten;
Do., 02. Juli;21:00;1H;2J;Bet365;keine Correct-Score-Quoten;
Fr., 03. Juli;01:00;2K;2L;Bet365;keine Correct-Score-Quoten;
Fr., 03. Juli;05:00;1B;3E/3F/3G/3I/3J;Bet365;keine Correct-Score-Quoten;
Fr., 03. Juli;20:00;2D;2G;Bet365;keine Correct-Score-Quoten;
Sa., 04. Juli;00:00;1J;2H;Bet365;keine Correct-Score-Quoten;
Sa., 04. Juli;03:30;1K;3D/3E/3I/3J/3L;Bet365;keine Correct-Score-Quoten;
Sa., 04. Juli;19:00;W73;W75;Bet365;keine Correct-Score-Quoten;
Sa., 04. Juli;23:00;W74;W77;Bet365;keine Correct-Score-Quoten;
So., 05. Juli;22:00;W76;W78;Bet365;keine Correct-Score-Quoten;
Mo., 06. Juli;02:00;W79;W80;Bet365;keine Correct-Score-Quoten;
Mo., 06. Juli;21:00;W83;W84;Bet365;keine Correct-Score-Quoten;
Di., 07. Juli;02:00;W81;W82;Bet365;keine Correct-Score-Quoten;
Di., 07. Juli;18:00;W86;W88;Bet365;keine Correct-Score-Quoten;
Di., 07. Juli;22:00;W85;W87;Bet365;keine Correct-Score-Quoten;
Do., 09. Juli;22:00;W89;W90;Bet365;keine Correct-Score-Quoten;
Fr., 10. Juli;21:00;W93;W94;Bet365;keine Correct-Score-Quoten;
Sa., 11. Juli;23:00;W91;W92;Bet365;keine Correct-Score-Quoten;
So., 12. Juli;03:00;W95;W96;Bet365;keine Correct-Score-Quoten;
Di., 14. Juli;21:00;W97;W98;Bet365;keine Correct-Score-Quoten;
Mi., 15. Juli;21:00;W99;W100;Bet365;keine Correct-Score-Quoten;
Sa., 18. Juli;23:00;RU101;RU102;Bet365;keine Correct-Score-Quoten;
So., 19. Juli;21:00;W101;W102;Bet365;keine Correct-Score-Quoten;
